freq,sectperf,unit,geo\TIME_PERIOD	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,BES,MIO_EUR,ES	: 	322.582 	435.687 	408.955 	516.8 	664.386 	802.714 	891.265 	1187.276 	1465.834 	1902.759 	2089.49 	2057.783 	1784.921 	1612.878 	1747.8 	1927.954 	1976.784 	2445.449 	2597.097 	3068.99 	3261.031 	3926.339 b	4443.438 	4864.93 	5485.034 	6557.529 	7453.902 	8073.521 b	7567.596 	7506.443 	7396.369 	7094.281 	6906.396 	6784.311 	6920 	7126 	7729 	8445 	8741 	8767 	9696.15 	10901.728 	12615.739 p
A,BES,MIO_EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91764.709 e	96580.867 e	99400.38 e	101610.509 e	104483.171 e	107641.827 e	116175.251 e	123195.979 e	131732.974 e	129092.773 e	134023.069 e	144107.715 e	150287.369 e	154210.396 e	159607.928 e	167262.858 e	174106.975 e	186689.919 e	196586.944 e	207889.761 e	203519.198 e	218320.24 e	237086.924 e	253100.768 e
A,BES,MIO_EUR,FI	: 	295.891 	: 	416.456 	558.416 e	656.636 	705.257 	790.121 	948.909 e	1164.279 	1268.394 e	1159.051 	1015.32 e	930.98 	1200.336 	1430.434 	1690.069 e	1937.917 	2238.96 	2643.931 	3135.94 	3284.001 	3375.109 	3527.926 	3683.468 	3876.9 	4107.787 	4513.355 	5101.986 	4847.164 	4854.463 	5047.428 	4694.997 	4602.4 	4409.5 	4047.3 	3901.7 	4028.3 	4226.9 	4407.9 	4644.3 	5152.745 	5396.934 	5703.1 
A,BES,MIO_EUR,FR	: 	6093.667 	6740.714 	7103.847 	8001.099 	9153.328 	9779.559 	10315.302 	11039.616 	12332.67 	13733.615 	14379.243 	15453.754 b	16157.263 	16493.143 	16737.407 	17306.797 	17217.735 b	17519.89 	18655.125 	19348.42 	20782.15 b	21838.67 	21646.182 	22523.383 b	22503.129 	23910.57 b	24752.716 	25761.21 	26425.933 	27454.57 	28850.6 	30041.401 	30589.665 	31132.941 	31664.501 	32325.62 	33019.108 	34023 	35220.38 	34624.902 	36477.729 	38964.886 	40516.876 p
A,BES,MIO_EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	115.473 	114.153 	143.663 	128.837 	109.206 	141.436 	188.472 	153.861 	147.791 	150.386 	151.292 	177.712 	163.987 	191.996 	185.753 	204.968 	240.983 	294.193 	300.006 	337.347 	520.621 	590.528 p
A,BES,MIO_EUR,HU	: 	: 	: 	: 	: 	: 	: 	248.457 d	199.964 d	186.669 d	97.403 d	77.813 d	65.384 d	104.758 d	109.606 bd	108.757 d	100.046 d	121.089 d	109.657 d	124.454 d	179.601 d	219.7 d	250.362 d	254.576 d	296.596 d	361.634 d	434.693 d	492.021 d	556.805 d	610.8 d	673.543 d	751.954 d	825.137 d	982.514 d	1021.992 d	1109.625 d	1016.925 d	1223.104 d	1550.847 bd	1620.933 d	1679.178 d	1909.86 d	1689.829 	1982.343 
A,BES,MIO_EUR,IE	: 	52.557 	61.671 	67.813 	85.327 	106.028 	122.684 	126.05 	136.005 	159.289 e	184.929 	229.104 	279.541 e	338.082 	403.598 e	453.982 	537.186 e	645.209 	699.149 	783.606 	842.2 	900 	988.2 	1105 	1210 	1330 	1466.4 	1603.2 	1686.7 	1868.456 	1833.6 e	1859.6 	1961.692 e	2021.9 	2106.8 	2233.1 	2292.8 	2770.214 	2777.748 e	3256.295 	3391.165 e	3879.007 	: 	: 
A,BES,MIO_EUR,IS	: 	1.918 	: 	3.571 	: 	4.349 	: 	5.736 	: 	9.717 	9.463 	13.773 	15.63 	21.584 	22.64 	26.171 	: 	48.707 	54.075 	87.805 	141.719 e	153.434 	159.933 e	141.685 	: 	187.295 	211.954 	218.744 	148.598 	123.102 	131.924 be	139.656 be	: 	114.664 b	159.299 	227.373 	255.621 	293.815 	286.237 	354.456 	319.535 	434.439 	513.223 	540.495 
A,BES,MIO_EUR,IT	: 	1809.808 	2107.825 	2549.034 	2988.501 	3591.797 	4067.15 	4475.121 	4995.36 	5758.78 	6514.055 	6426.698 b	6281.199 	5132.655 	4807.191 	4478.911 	5230.729 	5396.016 	5511.807 	5684 	6239 	6660.9 	7056.5 	6979 	7293 	7855.8 	8210.3 	9454.7 	10173.3 	10238.1 	10579.2 	10825.3 	11107.2 	11480.4 	12343.773 	12886.4 	14088.196 b	14840.071 	15934.029 	16589.218 	15467.164 	15644.906 	16270.234 	16222.979 p
A,BES,MIO_EUR,JP	9974.149 	14792.538 	16583.938 	21576.186 	27455.417 	32897.358 	37091.897 	38981.2 	47664.849 	54191.26 	50458.271 	58520.32 	58218.761 	69562.874 	74021.208 	76383.188 	72844.793 b	77752.823 	73765.883 	87620.846 	109180.808 	105364.474 	98058.953 	89783.454 	88271.913 	93137.304 	91270.997 	85770.127 	89435.736 	91942.949 	103321 	110596.413 	118747.927 	97886.434 	96831.017 	101896.694 	110801.09 	108901.413 	109138.16 	116482.788 	113753.164 	109519.934 	109618.481 	: 
A,BES,MIO_EUR,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5091.992 d	6716.188 d	9827.173 d	10628.04 d	11038.157 d	10772.636 d	11963.708 d	14576.081 d	17626.508 d	18747.117 	16188.426 	15886.885 	21414.552 	24774.558 	29856.479 	32023.933 	35657.706 	40696.214 	42013.169 	49002.496 	52987.47 	54780.944 	54697.438 	59678.026 	65844.397 	: 
A,BES,MIO_EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.162 	2.619 	1.05 	2.296 	15.707 	26.547 	16.795 	23.228 	29.338 	32.003 	53.232 	66.352 	61.226 	54.507 	64.556 	74.114 	80.341 	84.627 	116.336 	106.74 	114.56 	139.464 	178.316 	210.18 	265.397 	306.593 	354.401 	323.264 p
A,BES,MIO_EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	337 	: 	: 	379.4 	393 	408 	485 	495 	482 	470.7 	400 	416.2 	310.4 b	317.9 	331.9 	357.5 	395 	402 	375.1 	400.8 	352.841 	381.559 	399.12 	379.966 p
A,BES,MIO_EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.018 	5.06 	5.02 	5.104 	4.252 	15.111 	13.73 	16.988 	12.955 	20.776 	29.609 	56.593 	40.886 	35.435 	30.891 	40.214 	39.077 	33.099 	39.473 	57.8 	37.6 	27 	37.5 	46.3 	51.3 	77.32 	92.787 	105.898 	117.344 
A,BES,MIO_EUR,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.946 	: 	6.206 	4.839 	4.16 	2.108 	2.807 	9.005 	2.478 	: 	: 	: 	: 
A,BES,MIO_EUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.96 	9.853 	9.389 	11.944 	11.485 	10.385 	: 	13.066 	: 
A,BES,MIO_EUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.935 	3.52 	15.907 b	18.084 	20.685 	20.902 	21.438 	20.124 	24.548 	29.961 	34.183 	30.544 	33.46 	36.729 	36.366 	43.072 	46.992 	49.6 	54.714 	64.222 	65.245 	70.936 
A,BES,MIO_EUR,NL	: 	1274.901 	1437.308 	1625.413 	1673.175 	1956.982 	2324.129 	2546.076 	2613.081 	2603.137 	2540.091 	2388.604 	2399.313 	2642.96 	2978.313 b	3286.938 	3442.018 b	3702.723 	3693.801 	4263 	4458 	4712 	4543 	4804 	5071 	5169 	5480 	5495 	5263 	4900 	5218 	6921.738 b	7077.622 b	9299 b	9444 	9515 	10008 	10667 	10998 	11846 	12314 	13048.183 	14805.849 b	15390.784 e
A,BES,MIO_EUR,NO	: 	348.818 	428.266 	491.319 	631.354 b	780.387 	: 	814.81 	: 	858.032 	: 	857.852 	: 	918.467 	: 	1088.767 b	: 	1290.973 	: 	1368.105 	: 	1813.963 	1945.769 	1949.059 	1793.099 	1970.546 	2141.664 	2409.954 	2620.317 	2475.045 	2737.304 	3042.254 	3359.861 	3411.864 	3463.887 	3625.324 	3632.004 	3901.844 	3906.549 	4133.041 	3936.061 	4325.655 	4864.34 	4702.956 p
A,BES,MIO_EUR,PL	: 	: 	: 	: 	: 	: 	: 	367.647 	323.034 	462.338 	286.981 	265.259 	177.491 	261.521 	262.817 	260.558 b	330.217 	356.641 	424.129 	448.81 	431.79 	474.034 	238.477 	284.049 	326.632 	439.995 	476.989 	535.375 	678.711 	597.259 	694.295 	854.633 	1276.34 	1498.797 	1800.086 	2010.325 	2700.426 	3117.665 	3977.67 	4428.261 	4582.277 	5206.576 	6285.632 	7549.249 p
A,BES,MIO_EUR,PT	: 	: 	26.189 	27.323 e	28.942 	32.877 e	35.465 	38.638 e	43.23 	60.371 e	75.019 	86.887 e	99.889 	95.798 e	94.765 e	98.378 b	115.622 e	130.805 	156.235 	184.8 	257.55 e	330.311 	334.174 e	338.038 	400.027 e	462.015 	736.402 e	1010.79 	1295.099 	1311.07 	1266.296 	1216.346 	1153.332 	1072.909 	1035.966 	1036.532 	1156.466 	1303.484 	1424.578 	1570.51 	1843.559 	2153.562 	2566.389 	2833.962 p
A,BES,MIO_EUR,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165.415 	164.29 	168.146 b	144.012 	147.041 	140.885 	99.935 	103.207 	108.841 	110.697 	118.072 	130.092 	162.54 	215.334 	271.791 	242.492 	223.365 	219.548 	236.969 b	251.034 	171.014 	238.41 	344.146 	451.684 	535.923 	608.123 	616.967 	605.414 	689.777 	810.719 	1033.278 p
A,BES,MIO_EUR,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.018 	25.767 	22.722 	71.734 	33.04 	76.053 b	91.971 	115.657 	125.527 	154.128 	161.253 	165.344 	239.413 	255.298 	287.177 
A,BES,MIO_EUR,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1267.313 	2086.57 	2828.81 	3176.004 	3352.992 	3780.338 	4458.287 	5642.782 	6807.475 	7446.488 	6866.053 	7865.844 	9100.955 	10225.977 	10733.148 	9915.455 	7955.299 	: 	9295.974 	7720.431 	9500.333 	: 	: 	: 	: 
A,BES,MIO_EUR,SE	: 	1504.81 b	: 	1720.104 	: 	2607.456 	: 	2790.834 	: 	3342.677 e	: 	3823.486 e	: 	3737.214 e	: 	4718.117 be	: 	5797.003 e	: 	6466.48 e	: 	8118.246 e	: 	7885.952 e	7667.218 e	7724.57 b	8753.782 e	8470.395 	9118.999 e	7577.29 	8160.171 e	9088.352 	9416.597 e	9932.844 	9125.79 e	10218.207 	10535.648 e	11513.425 	11090.629 	11582.76 	12132.516 	13327.713 	14104.965 	14307.863 p
A,BES,MIO_EUR,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71.109 	90.374 	113.268 	108.559 	121.12 	134.382 	156.006 	167.458 	197.162 	215.096 	209.375 	254.141 	242.912 	291.395 	299.45 	398.274 b	424.399 	505.817 	660.484 b	703.098 	715.538 	688.518 	650.579 	614.67 	599.976 	662.441 	731.256 	738.583 	815.771 	839.89 	938.471 p
A,BES,MIO_EUR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	112.79 	61.86 b	74.54 	84.68 	153.596 b	102.426 	78.712 	94.01 	100.554 	95.423 	93.35 	85.603 	96.894 	93.248 	99.71 	130.778 	124.376 	175.245 	174.145 	241.979 	282.609 	246.678 	259.189 	322.72 	405.321 	406.077 	425.823 	453.666 	514.656 	615.047 	713.729 
A,BES,MIO_EUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	78.788 	135 	144.607 	155.814 	97.324 	116.311 	167.781 	266.327 	279.877 	416.181 	464.506 	395.371 	367.412 	301.11 	394.235 	773.711 	900.546 	1406.934 	1599.089 	1495.665 	1974.91 	2060.601 	2546.451 	2775.417 	3013.941 	3704.182 	4361.244 	4469.144 	4437.316 	5023.858 	4780.502 	5935.863 	7009.554 	: 
A,BES,MIO_EUR,UK	: 	6856.683 	: 	7092.383 	: 	8696.39 	8861.721 b	8991.3 	10417.952 	11361.949 	11652.308 	11604.685 	11070.291 b	11175.784 	11395.798 	10999.167 	11424.183 	13802.687 	14979.86 	17156.752 	18884.316 	19261.26 b	19829.048 	18319.34 	18666.048 	19464.171 	20984.261 	22840.538 	19962.892 	17536.534 	18730.066 	20058.303 b	21096.723 	21722.205 	24729.445 	28773.834 	27120.247 	27016.779 	28312.441 	30178.748 p	: 	: 	: 	: 
A,BES,MIO_EUR,US	31965.094 d	45167.503 bd	58350.515 d	71537.857 d	92599.493 d	107949.155 d	87311.522 d	78101.178 d	80247.78 d	90641.735 d	84344.275 d	92539.542 d	89944.534 d	98578.138 d	98690.206 d	99258.41 d	112129.637 d	137044.974 d	149051.824 d	170848.189 d	216501.732 d	225566.101 d	205021.151 d	177443.423 d	167457.995 d	181785.226 d	197251.513 d	196473.55 d	197633.941 d	202461.285 d	210437.505 d	211272.989 d	235251.401 d	242849.183 d	256475.725 d	331060.838 b	352638.901 b	368771.355 	387689.246 	454149.174 	485678.515 	541379.048 b	692232.669 p	: 
A,BES,MIO_NAC,AT	: 	500.469 d	: 	: 	632.45 	683.779 	: 	: 	: 	977.682 	: 	: 	: 	1287.392 	: 	: 	: 	: 	2160.678 	: 	: 	: 	3130.884 	: 	3556.479 	4207.669 e	4448.676 	4845.861 	5232.63 e	5092.902 	5520.422 e	5692.841 	6540.457 e	6778.42 	7324.679 e	7498.488 	7824.51 e	7888.444 	8323.2 e	8749.143 	8483.46 e	9107.797 	9804.062 e	10729.518 p
A,BES,MIO_NAC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.895 	50.272 	13.32 	: 	: 	: 	: 	25.674 	27.259 	27.875 	: 	: 
A,BES,MIO_NAC,BE	: 	930.13 	1048.21 	1167.76 	1279.08 	1415.05 	1502.83 	1585.39 	1664.15 	1701.12 	: 	1847.19 e	2087.74 b	2260.11 	2357.94 	2471.37 	2673.71 	2904.64 	3035.1 	3307.12 	3588.61 	3921.103 	3662.347 	3607.892 	3731.814 	3775.624 	4105.615 	4420.386 	4650.011 	4574.767 	5027.7 	5613.4 	6148.955 	6356.837 	6675.968 	7076.364 	7444.72 	8333.61 	9432.611 	11143.444 	11537.664 	12873.027 	13666.376 e	14676.151 p
A,BES,MIO_NAC,BG	: 	: 	: 	: 	: 	: 	: 	0.412 	0.605 	0.54 	0.664 	1.121 	1.678 	1.773 	2.291 	2.691 	5.385 b	20.311 	23.781 	27.65 b	29.756 	28.377 	29.324 	34.54 	46 	44.804 	60.401 	85.065 	101.112 	108.174 	212.107 	228.691 	300.305 	318.64 	436.957 	623.886 	537.932 	534.071 	596.083 	673.122 	691.077 	707.194 	858.334 	943.747 p
A,BES,MIO_NAC,CH	: 	3135 	: 	3452 b	: 	: 	5448 b	: 	: 	6210 	: 	: 	6370 	: 	: 	: 	7060 	: 	: 	: 	7890 	: 	: 	: 	9660 	: 	: 	: 	11980 	: 	: 	: 	12818.714 	: 	: 	13961.283 	: 	14119.798 	: 	15490.817 	: 	16779.856 	: 	: 
A,BES,MIO_NAC,CN_X_HK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6350 	8277 	10341 	13209 	15229 	17493 	23448 	24704 	33665 	53704.6 b	63003 	78780 	96024 	131397 	167381.28 	213453.95 	268194.1 	338168.76 	424860.3 b	518546.5 	657933.36 	784224.1 	907584.53 	1006063.57 	1088134.976 	1214395.936 	1366022.818 	1523372.432 	1692179.036 	1867375.412 	2150405.93 	2387857.153 	: 
A,BES,MIO_NAC,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.264 	1.384 	: 	: 	: 	: 	: 	2.597 	4.289 	5.126 	5.24 	6.742 	8.782 	9.898 	11.988 	13.954 	16.035 	16.732 	16.434 	14.796 	13.765 	13.959 	16.998 	20.009 	19.477 	36.584 	40.943 	53.907 	70.658 	81.868 	84.137 	86.479 	88.5 p
A,BES,MIO_NAC,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10558 d	10880 d	9024 d	8699 d	9098.6 b	9747.2 	12232.1 	14759.8 	14862.3 	15881.9 	17051.9 	18051.3 	19667.916 	21900.789 	22185.749 	25375.18 	28830.971 	28728.395 	28125.531 	30013.274 	34148.021 	38227.992 	41512.704 	46980.509 	48147.505 	48980.262 	56810.127 	63653.607 	68808.243 	69112.546 	76554.907 	85597.021 	90403.472 p
A,BES,MIO_NAC,DE	: 	13393.85 	14633.17 e	15200.7 	16179.83 e	18335.6 	19659.17 e	20972.8 	22190.07 e	23537.6 	24542.01 e	26245.5 b	26579 e	25933 	25910 e	26816.6 	27211 e	28909.8 	30334.44 	33622.55 	35600 	36331.9 	36950 	38029 	38363 	38651.038 	41148 	43034 	46073 	45275 	46929 	51077.2 	53790.1 	53566.2 	56996.5 	60952 	62826 	68787.3 	72101.3 	75830.4 	71032 	75761.156 	81809.385 	88707 p
A,BES,MIO_NAC,DK	: 	2221 	2744 	3252 	3751 	4250 	4888 	5526 	6033 	6541 	7397 	8254 	8702.5 e	9151 	: 	10641 	11973 e	13305 	15394.14 	17151.11 	19351 	21866.06 	23764 	24928.807 	24788.399 	25908.135 	27058.364 	30561.5 b	34922 	36714.3 	35412.6 	36286.4 	37044.5 	36307.7 	36815 	39487 	42418 	40757 	42187 	42545 p	42494 	43769 p	50039.801 	51288.429 p
A,BES,MIO_NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.675 	8.756 	8.334 	16.406 	17.077 	22.657 	32.224 	46.898 	67.094 	81.877 	89.879 	88.207 	116.763 	242.845 	218.997 	155.6 	124.829 	139.45 	139.21 	143.62 	154.84 	241.5 	264.29 	307.654 	360.727 	405.609 
A,BES,MIO_NAC,EL	: 	2.82 	: 	: 	: 	: 	15.4 	: 	22.82 	26.84 	: 	45.57 	: 	79.01 	: 	114.56 	106.86 	125.78 	: 	216.54 	199.6 	278.1 	287.1 	313.49 	317.37 e	357.356 	367.3 e	383.53 	500.8 be	537.83 e	533.39 e	485.863 	458.6 	488.69 	504.37 	561.59 	740.4 	994.04 	1049.5 	1077.9 	1149.88 	1245.195 	1505.488 	1657.949 p
A,BES,MIO_NAC,ES	: 	199.063 	281.643 	313.385 	393.128 	515.64 	663.145 	761.522 	981.874 	1148.854 	1479.924 	1613.321 	1639.014 	1599.742 	1540.491 	1712.232 	1862.62 	1970.852 	2457.181 	2597.097 	3068.99 	3261.031 	3926.339 b	4443.438 	4864.93 	5485.034 	6557.529 	7453.902 	8073.521 b	7567.596 	7506.443 	7396.369 	7094.281 	6906.396 	6784.311 	6920 	7126 	7729 	8445 	8741 	8767 	9696.15 	10901.728 	12615.739 p
A,BES,MIO_NAC,FI	: 	238.524 	: 	346.585 	443.68 e	518.422 	590.676 	673.105 	788.97 e	924.849 	1035.701 e	975.103 	991.636 e	1048.5 	1249.804 	1373.372 	1656.651 e	1916.703 	2252.81 	2643.931 	3135.94 	3284.001 	3375.109 	3527.926 	3683.468 	3876.9 	4107.787 	4513.355 	5101.986 	4847.164 	4854.463 	5047.428 	4694.997 	4602.4 	4409.5 	4047.3 	3901.7 	4028.3 	4226.9 	4407.9 	4644.3 	5152.745 	5396.934 	5703.1 
A,BES,MIO_NAC,FR	: 	5610.932 	6608.772 	7332.584 	8381.769 	9481.887 	10137.661 	10896.415 	11842.179 	13205.606 	14475.918 	15286.231 	16134.183 b	16339.806 	16551.085 	16649.338 	17131.153 	17356.93 b	17631.644 	18655.125 	19348.42 	20782.15 b	21838.67 	21646.182 	22523.383 b	22503.129 	23910.57 b	24752.716 	25761.21 	26425.933 	27454.57 	28850.6 	30041.401 	30589.665 	31132.941 	31664.501 	32325.62 	33019.108 	34023 	35220.38 	34624.902 	36477.729 	38964.886 	40516.876 p
A,BES,MIO_NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113.611 	114.673 	142.943 	126.551 	106.165 	137.74 	180.702 	149.889 	142.978 	148.48 	151.035 	178.752 	166.162 	194.014 	185.723 	203.042 	237.263 	289.645 	300.162 	337.074 	520.648 	590.528 p
A,BES,MIO_NAC,HU	: 	: 	: 	: 	: 	: 	: 	17956 d	16667 d	14745 d	12713 d	11065 d	11297 d	11273 d	13704 bd	17895.9 d	19385 d	25628.5 d	26380.3 d	31458.2 d	46703.5 d	56372.8 d	60827.9 d	64565.6 d	74641.4 d	89703.4 d	114872.1 d	123669.4 d	140041.9 d	171225.5 d	185547.6 d	210073.3 d	238671 d	291678.9 d	315499.3 d	343983.7 d	316711 d	378171.4 d	494549.5 bd	527289.6 d	589811.4 d	684723.017 d	661213.373 	756957.774 
A,BES,MIO_NAC,IE	: 	46.114 	54 	61.561 	78.651 	96.281 	114.266 	124.111 	133.951 	157.116 e	180.281 	223.357 	270.012 e	343.4 	406.7 e	470.1 	541.2 e	612.4 	697.978 	783.606 	842.2 	900 	988.2 	1105 	1210 	1330 	1466.4 	1603.2 	1686.7 	1868.456 	1833.6 e	1859.6 	1961.692 e	2021.9 	2106.8 	2233.1 	2292.8 	2770.214 	2777.748 e	3256.295 	3391.165 e	3879.007 	: 	: 
A,BES,MIO_NAC,IS	: 	15.4 	: 	78.5 	: 	137.6 	: 	255.9 	: 	610.683 	700.518 	1005.396 	1166.911 	1710.558 	1881.614 	2216.386 	: 	3918.007 	4309.808 	6776.819 	10286 e	13413.216 	13783 e	12277 	: 	14652.1 	18601.083 	19168.534 	21372.915 	21256.1 	21357.1 be	22543.2 be	: 	18619.2 b	24668.966 	33264.69 	34148.456 	35416.481 	36606.817 	48659.677 	49396.918 	65231.049 	73000.842 	80604 
A,BES,MIO_NAC,IT	: 	1180.68 	1441.07 	1777.13 	2132.07 	2686.03 	3070.68 	3455.04 	3966.15 	4492.38 	5120.3 	5088.98 b	5175.8 	4880.72 	4754.53 	4927.37 	5292.02 	5376.6 	5532.8 	5684 	6239 	6660.9 	7056.5 	6979 	7293 	7855.8 	8210.3 	9454.7 	10173.3 	10238.1 	10579.2 	10825.3 	11107.2 	11480.4 	12343.773 	12886.4 	14088.196 b	14840.071 	15934.029 	16589.218 	15467.164 	15644.906 	16270.234 	16222.979 p
A,BES,MIO_NAC,JP	3142256 	3629793 	4039018 	4560127 	5136634 	5939947 	6120163 	6494268 	7219318 	8233820 	9267166 	9743048 	9560685 	9053608 	8980253 	9395896 	10058409 b	10658357 	10800063 	10630161 	10860215 	11451011 	11576840 	11758939 	11867276 	12745840 	13327391 	13830433 	13634478 	11983844 	12010033 	12271778 	12170475 	12691955 	13586360 	13685745 	13318291 	13798898 	14231616 	14212065 	13860823 	14224449 	15130639 	: 
A,BES,MIO_NAC,KR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6960322 d	7963612 d	8845307 d	7972073 d	8511157 d	10254655 d	12273579 d	12975354 d	14509663 d	17019810.8 d	18564243 d	21126780 d	23864892.99 	26000068.84 	28165859.14 	32803239.56 	38183291.34 	43222925.54 	46559916.25 	49854464.99 	51136420.5 	53952471.26 	62563446.96 	68834432.33 	71506662.12 	73599778.04 	80807627.66 	89421300.18 	: 
A,BES,MIO_NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.709 	3.441 	1.364 	2.835 	16.81 	27.543 	16.827 	23.228 	29.339 	32.003 	53.232 	66.352 	61.226 	54.507 	64.556 	74.114 	80.341 	84.627 	116.336 	106.74 	114.56 	139.464 	178.316 	210.18 	265.397 	306.593 	354.401 	323.264 p
A,BES,MIO_NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	337 	: 	: 	379.4 	393 	408 	485 	495 	482 	470.7 	400 	416.2 	310.4 b	317.9 	331.9 	357.5 	395 	402 	375.1 	400.8 	352.841 	381.559 	399.12 	379.966 p
A,BES,MIO_NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.923 	5.037 	4.71 	4.795 	3.785 	12.023 	10.942 	14.044 	11.81 	19.664 	29.331 	56.061 	40.728 	35.43 	31.019 	40.552 	39.271 	32.84 	39.4 	57.8 	37.6 	27 	37.5 	46.3 	51.3 	77.32 	92.787 	105.898 	117.344 
A,BES,MIO_NAC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.946 	: 	6.206 	4.839 	4.16 	2.108 	2.807 	9.005 	2.478 	: 	: 	: 	: 
A,BES,MIO_NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	428.8 	606.9 	578.1 	734.7 	706.4 	640.5 	: 	805.186 	: 
A,BES,MIO_NAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.795 	3.494 	15.858 b	18.11 	20.685 	20.902 	21.438 	20.124 	24.548 	29.961 	34.183 	30.544 	33.46 	36.729 	36.366 	43.072 	46.992 	49.6 	54.714 	64.222 	65.245 	70.936 
A,BES,MIO_NAC,NL	: 	1605.47 	1704.85 	1871.39 	1915.86 	2229.88 	2532.09 	2696.82 	2768.51 	2758.53 	2665.05 	2504.87 	2476.73 	2608.783 	2916.899 b	3130.63 	3342.091 b	3714.645 	3720.544 	4263 	4458 	4712 	4543 	4804 	5071 	5169 	5480 	5495 	5263 	4900 	5218 	6921.738 b	7077.622 b	9299 b	9444 	9515 	10008 	10667 	10998 	11846 	12314 	13048.183 	14805.849 b	15390.784 e
A,BES,MIO_NAC,NO	: 	2227.9 	2703.6 	3189.2 	4051.4 b	5081.1 	: 	6327 	: 	6524.3 	: 	6877.4 	: 	7632 	: 	9021.2 b	: 	10351.8 	: 	11369.5 	: 	14599.5 	14610 	15598.9 	15007.7 	15782.5 	17234.4 	19319.4 	21548.7 	21601.7 	21910.2 	23709.5 	25115.3 	26635.4 	28938.7 	32445.2 	33743.5 	36392.5 	37493.1 	40715 	42205.6 	43962.928 	49142.484 	53730.337 p
